volumen,pagina,fila_original,autor,titulo,formato,tomos,figuras,pasta,lugar,año,atado,numero,precio,transcripcion_original,continua_en_pagina,ejemplar_de,misma_obra_que
2,pagina_0219-OCR.json,4,Rosello (Pedro),De antiqua inter Gallos et Hispanias in Divinis et humanis rebus Communione,4º,,No,no consta,Lugduni,1660,,124,24,Rosello (Pedro) De antiqua inter Gallos et Hispanos in Divinis et humanis rebus Communione 4° Lugduni 1660 124 24,,,
2,pagina_0219-OCR.json,5,Rosentall (Henric),"Tractatus, et synopsis totius juris Feudalis",fol.,,No,no consta,Coloniae,1610,,305,30,"Rosenthal (Henris) Tractatus, et synopsis totius juris Feudalis fol. Coloniae 1610 305 30",,,
2,pagina_0219-OCR.json,6,Rosini (Joan.),Antiquitatum Romanarum,4º,,No,no consta,Lugduni,1609,,90,20,Rosini (Joan.) Antiquitatum Romanarum 4° Lugduni 1609 90 20,,,
2,pagina_0219-OCR.json,7,Rosis (Francisco de),Theologia mistica,4º,,No,no consta,Roma,1519,,27,10,Rocis (Francisco de) Theologia mistica 4° Roma 1519 27 10,,,
2,pagina_0219-OCR.json,8,Roslero (Joh. Eberhardo),De officio hominis et Civilis,8º,,No,no consta,Tubingae,1726,,130,6,Roslero (Joh. Eberhardo) De officio hominis et Civili 8° Tubingae 1726 130 6,,,
2,pagina_0219-OCR.json,9,Roseus (S. Guilelmus),"De justa Reipublicae Christianae in Impios, et hereticos Autoritate",8º,,No,no consta,Antuerpiae,1592,,261,8,"Roseus (S. Guilelmus) De justa Reipublicae Christianae integra Impio, et heretico Autoritate 8° Antuerpiae 1592 261 8",,,
2,pagina_0220-OCR.json,1,Rosweydi (Heriberti),De fide Hereticis servanda,12º,,No,no consta,Antuerpiae,1610,,303,6,Ros ureydi (Heribeuti) De fide Hereticis servanda Antuerpiae 1610 12.º N 303 6c,,,
2,pagina_0220-OCR.json,2,[Rosweydi (Heriberti)],[Eiusd.] Lex Talionis apologia Baronio contra Casaubonos,8º,,No,no consta,Antuerpiae,1614,,248,8,Eiusd. Ledo Talioni Apologia Baronio contra Casaubono Antuerpiae 1614 8.º Numero 248 8c,,,
2,pagina_0220-OCR.json,3,[Anónimo],Rotae Romanae decisiones recentiores,fol.,6 tom.,No,no consta,Mediolani,1730,,286,300,Rotae Romanae decisiones recentiores fol. 6 tom. 5 volum. Mediolani 1730 W286 3.00,,,
2,pagina_0220-OCR.json,4,Roterodami (Erasmi),In Elegantias Laurentii Vallae Paraphrasis et alia,8º,,No,no consta,Lugduni,1540,22,318,6,Roterodami (Eravmi) In Elegantiam Laurentii Vallae Paraphrasis et alia Lugduni 1548 8.º Atado 22 Numero 318 8,,,
2,pagina_0220-OCR.json,5,Roth. Scholtzii (Friderici),Icones Virorum eruditione,fol.,3 tom.,Sí,no consta,Norimbergae,1725,,43,135,Roth. Scholtzii (Fridenici) Icones Virorum eruditione Norimbergae 1725 fol. 3 tom. fig. N. 43 135,,,
2,pagina_0220-OCR.json,6,[Roth. Scholtzii (Friderici)],"[id.] Icones Bibliopolarum, et Typographorum",fol.,2 tom.,Sí,no consta,,1725,,43,90,"Idem Icones Bibliopolarum, et Typographorum Idem 1725 fol. 2 tom. 8 fig. Numero 43 90",,,
2,pagina_0220-OCR.json,7,Rover (Matthias),"Fragmentum Veteris Iurisconsulti, de iuris speciebus et manumissionibus, et emendationibus ad Glossas Veteres verborum iuris Graecolatinum",12º,,No,no consta,Lugd. Batav.,1739,,280,8,"Robert (Matthias) Fragmentum Veteris Tunicae adti, de juniori speciebus emammisionibus, et emendationibus ad Floras Veteres Verborum junioris Graecolatinum 12. Ludg. Batao 1739  Numero 280 8",,,
2,pagina_0221-OCR.json,1,Florichon (Fran.co),"Escuela de Caballeros, traducida en Castellano por Yrurzun",,2 tomos,No,pasta,Madrid,1786,,51,50,"Rovichon (Fran.Co.) Escuela de Caballeros, traducido en Castellano por Yrurzun 2 tomos Madrid 1786 Past. Y Rust. N 51. 50",,,
2,pagina_0221-OCR.json,2,Rovillius (Guilielmus),Historia Generalis plantarum,fol.,2 tom.,Sí,no consta,Lugduni,1587,,140,360,Rovillius (Guilielmus) Historia Generalis planarum: fol. 2 tom. figurarum 1 tomo Augusti 1587 140 fol. 360,,,
2,pagina_0221-OCR.json,3,Rovillius (Guilielmus),Promptuarium iconum insigniorum à Seculo hominum,4º,2 tomo,No,no consta,Lugduni,1578,,88,36,Id. Promptuarium Iconum Insigniorum à Seculo hominum 4.º2  tomo Augusti 1578 88. 36,,,
2,pagina_0221-OCR.json,4,Roseau (Mr. J.J.),Les Aventages et les Désaventages des Sciences et des Arts,12º,2 tom.,No,pasta,Londres,1756,,112,22,Roseau (Mr. J.J.) Les Aventages et les Désavantages des Sciences et des Arts 12º Pasta  2 tom. Londres 1756 N. 112. 22,,,
2,pagina_0221-OCR.json,5,Rousset (Mr),"Le Procès entre la Grande-Bretagne, et L'Espagne",12º,,No,no consta,A la Haye,1740,,315,12,"Rousset (Mr) Le Procès entre la Grande-Bretagne, et L'Espagne 12º past. Ala-Haye 1740 315. 12",,,
2,pagina_0221-OCR.json,6,Rousset (Mr),"Mémoires sur le Rang, la Préséance entre les Souverains de l'Europe",4º,,No,pasta,Amsterdam,1746,,308,32,Id. Mémoires sur le Rang et la Précédence entre les Souverains de l'Europe 1.ª Parte Amsterdam 1746 308. 32,,,
2,pagina_0221-OCR.json,7,Rousset (Mr),"Recueil Historique d'Actes, Négociations &c. depuis la Paix d'Utrecht jusqu'au Second Congrès de Cambray, 12 part.",12º,12 part. 22 tom. 23 Volum.,No,pasta,La Haye,1728,,312,254,Id. Recueil Historique d'Actes Négociations &c. depuis la Paix d'Utrecht jusqu'au Second Congrès de Cambrai 12º Pasta 2 tomos 23 Volum.  La Haye 1728 hasta el 1745 23 Volum. 312. 254,,,
2,pagina_0222-OCR.json,1,Rous (M. Le),Dissertacion acerca de la Rabia traducida del Francés al Castellano por D. Bartholomé Piñera y Llera,8º,,No,pasta,Madrid,1786,,188,16,Rousx (M. Le) Divertaciones acerca de la Rabia traducida del Francés al Castellano por D. Bartholomé Pinera y Llera 2.ª Madrid 1786 N.º 188 16,,,
2,pagina_0222-OCR.json,2,Rous (M. Le),Breve sobre la Rabia traducido por Piñera,8º,,No,no consta,Madrid,1787,,118,6,id. Breve sobre la Fábula traducido por Pinera 2.ª Madrid 1787 N.º 118 6,,,
2,pagina_0222-OCR.json,3,Roy (Hugonis de),"De eo quod justum est et circa Philosophiae, Theologiae & Jurisprudentiae syncretismo",12º,,No,no consta,Jenae,1670,,118,6,"Roy (Hugonis de) De eo quod justum est et circa Philosophiae, Theologiae & Jurisprudentiae syncretismo 12 Jenae 1670 Num.º 118 6",,,
2,pagina_0222-OCR.json,4,Rois Mendoza (Ilmo. D. Fr. Francisco),Synodales de Badajoz,fol.,,No,no consta,,1673,,278,24,Rodríguez Mendoza (Ilmo. Dr. Fr. Francisco) Synodal de Badajoz fol. Ciudad 1673 N.º 278 24,,,
2,pagina_0222-OCR.json,5,Romey (Conte Annibal),Discorsi Variae,8º,,No,no consta,Venetia,1586,,112,8,Romey (Conde Annibal) Discorsi Variae 8º Venetia 1586 Num.º 112 8,,,
2,pagina_0222-OCR.json,6,Ruaei (Caroli),Carmina,8º,,No,pasta,Antuerpiae,1693,22,22,12,Ruaci (Carolus) Carmina: 8.ª Pasta  tafilete Antuerpiae 1693 Añado 22 12,,,
2,pagina_0222-OCR.json,7,Ruano (P. Francisco),Historia General de Cordova,4º,tomo 1.º,No,no consta,Cordova,1760,,135,10,Ruano (P. Francisco) Historia General de los Cordova  2.º tomo 1.º Córdova 1760 N.º 135 10,,,
2,pagina_0223-OCR.json,1,Ruano (D. Francisco Natividad),Declaración de las causas naturales y sus efectos mas practicos con otras observaciones sobre los signos y constelaciones celestes,4º,,No,no consta,Salamanca,1784,,173,6,Ruano (D. Francisco Navarro) Declaración de las causas naturales y sus efectos más prácticos con otras observaciones sobre los signos y constelaciones celestes 4.ª a la Vist. Salamanca 1784 N.º 173 6,,,
2,pagina_0223-OCR.json,2,Ruano (D. Miguel),Sobre el Parnaso de injusticia notoria y segunda explicación,fol.,,No,no consta,Madrid,1782,,277,40,Ruano (D. Miguel) Sobre el Parnaso de injusticia notoria y segunda explicación fol. Madrid 1782 N.º 277 40,,,
2,pagina_0223-OCR.json,3,Rubei (Theodori),Singulares decisiones S. Rotae Romanae inter quas non paucae Antonii Augustini,fol.,2 tomos,No,no consta,Roma,1637,,277,100,Rubei (Theodori) Singulares decisiones De Rota Romanae inter quas non paucae Antonii Augustini fol. 2 tomos Roma 1637 Número 277 100,,,
2,pagina_0223-OCR.json,4,[Anónimo],Rubin pensamientos Filosophicos y dichos de los mas Celebres Poetas Españoles,8º,,No,no consta,Madrid,1786,,192,6,Rubín Pensamientos Filosóficos y dichos de los más célebres Poetas Españoles 8.º Madrid 1786. Número 192 6,,,
2,pagina_0223-OCR.json,5,[Anónimo],Rudimenta Historica ad usum Scholarum Societatis Jesu,12º,2 tom,No,no consta,Augustae Vindelicorum,1730,,118,24,Rudimenta Historica ad usum sodalium Societatis Jesu: 12.º Tom. Augustae Vindelicorum 1730 Num. 118 24,,,
2,pagina_0223-OCR.json,6,[Anónimo],Rudimenta Historica para instruirse la juventud,8º,3 tomo,No,rústica,Madrid,1797,,162,24,Rudimenta Historica para instruirse la juventud: 8.º 3 tomo Turbia Mad. 1797 Número 162 24,,,
2,pagina_0223-OCR.json,7,Rufo (Juan),La Austriada,8º,,No,no consta,Madrid,1584,,12,12,Rufo (Juan) La Austriada 8.º Mad. 1584. N.º 12,,,
2,pagina_0223-OCR.json,8,Rufo (Juan),Apothemas las 600,8º,,No,pasta,Toledo,1596,,3,14,Rufo (Juan) id. Apothemarlas 600. 8.º Toledo 1556 Pasta  número 3 14,,,
2,pagina_0223-OCR.json,9,Rufo (Reymundo),Defensio Pontificis &c Totius ordinis Sacri in Molinaeum,12º,,No,no consta,Parisiis,1553,,127,8,Rufo (Reymundo) Defensio Pontificis &c.  ,pagina_0224-OCR.json,,
2,pagina_0224-OCR.json,2,Rufi (Sexti),De Victoriis et Provinciis Populi Romani cum notis Cellarii,,,No,no consta,Halae Magdeburgicae,1698,,127,6,Rufo (Seroti) De Victoria et Provincia Populi Romani cum notis Bellonii 12. Halae Magdeburgicae 1698. N. 127 6,,,
2,pagina_0224-OCR.json,3,Ruiz (P. Antonio),Conquista Espiritual hecha por los Padres de la Compañía en las Indias Occidentales,4º,,No,no consta,Madrid,1639,,311,12,Ruiz (P. Antonio) Conquista Espiritual hecha por los Padres de la Compañía en las Indias Occidentales: M. Madrid 1639. Numero 311 12,,,
2,pagina_0224-OCR.json,4,Ruiz (Benito),Declaracion de las Voces y letras Castellanas,8º,,No,no consta,Madrid,1587,,32,6,Ruiz (Benito) Declaracion de las Voces y Letras Castellanas: 8. Ciudad 1587. N. 32 6,,,
2,pagina_0224-OCR.json,5,Ruiz (P. Fr. Francisco),Index operum ipsius Aristot,fol.,2 tom.,No,no consta,,1540,,11,40,Ruiz (P. Fr. Francisco) Index operum ipsius Aristot. fol. 2 tom. 1540 N. 11 40,,,
2,pagina_0224-OCR.json,6,Ruiz de Vergara (Sr. D. Francisco),Historia del Colegio Viejo mayor de S. Bartholome de la Universidad de Salamanca,fol.,3 tom.,No,no consta,Madrid,1766,,211,12,Ruiz de Vergara (Sr. D. Francisco) Historia del Colegio Viejo de S. Bartholome mayor de la Universidad de Salamanca: fol. 3 tom. Mad. 1766. N. 211 12,,,
2,pagina_0224-OCR.json,7,Ruiz de Zelada (D. Jose),"Estado de la Bolsa de Valladolid; examen de sus tributos, cargas &c.",fol.,,No,no consta,Valladolid,1777,,297,24,Ruiz de Zelada (D. Jose) Estado de la Bolsa de Valladolid  examen de sus tributos y cargas 8. fol. 8. Vallad. 1777. N. 297 24,,,
2,pagina_0224-OCR.json,8,Rumiane (D. Toribio de la),Divertaciones sobre las causas que hubo para composición de las quien fue Verdadero Autor,4º,,No,no consta,Madrid,1787,,205,3,Rumiane (D. Toribio de la) Divertaciones sobre las causas que hubo para composición de las     quien fue,pagina_0225-OCR.json,,
2,pagina_0225-OCR.json,2,Ruperti (Christophorus Adamus),Observationes in Florum,8º,,No,no consta,Nurembergae,1652,,31,15,Ruponti (Christoforus Adamii) Observationes in Horum: 8.° Nurembergae 1652 n. 31 15,,,
2,pagina_0225-OCR.json,3,Ruperti (Christophorus Adamus),[Eund.] Mercurius Epistolaris,12º,,No,pasta blanca,Nolimbergae,1661,11,,8,Eund. Mercurius Epistolarius 12.° Pasta  blanca Nodimbergae 1661 Atado 11 8,,,
2,pagina_0225-OCR.json,4,Busbequii (Gislenius),Opera omnia,12º,,No,no consta,Lugduni Batavorum,1633,,72,12,Rurbequi (Eilenius) Opera omnia: 12 dugduni Batav. 1633. N. 72 12,,,
2,pagina_0225-OCR.json,5,Ruscelli (Geronimo),"Le imprese illustrati con le expositioni, et discorsi",4º,,Sí,no consta,Venetia,1572,,282,24,"Ruscelli (Geronimo) Le imprese illustrati con su expositioni, et discorsi. 4.° Venetia. fig. 1572 N. 282 24",,,
2,pagina_0225-OCR.json,6,Rustant (D. Jose),"Historia de las expediciones y Conquistas de los Arabes en Asia, Africa y Europa",8º,,No,no consta,Madrid,1780,4.°,,6,"Rustant (D. Jose) Historia del descubrimiento y conquista de los Arabes en Asia, Africa y Europa: 8.° Madrid. 1780. Atado. 4.° 6",,,
2,pagina_0225-OCR.json,7,Rustant (D. Jose),Decadas de la Guerra de Flandes,8º,10 tom.,No,no consta,Madrid,1765,,74,60,Id. Decada de la Guerra de Flandes: 8.° 10 tom. Madrid 1765 n. 74 60,,,
2,pagina_0225-OCR.json,8,Rutgersii (Jani),Variarum lectionum libri sex Graeco-Latinum,4º,,No,no consta,Lugduni Batavorum,1618,,187,18,Rutgenii (Jani) Variarum lectionum libri sex Graeco-Latinum: 4.° Lugduni Batavorum 1618. N. 187 18,,,
2,pagina_0225-OCR.json,9,Rutilii Tauri (Palladii),De re Rustica,8º,,No,no consta,Lugduni,1541,16,,4,Rutilii Tauri (Polladii) Dene Rustica: 8.° Lugduni 1541. Atado 16 4,,,
2,pagina_0225-OCR.json,10,Rutilio (Bertando et Protio),Vitae tripartitae jurisconsultorum Veterum,4º,3 tom.,No,no consta,Halae Magdeburgicae,1717,,67,45,Rutilio (Bertando et Protio) Vitae tripartitae jurisconsultorum Veterum: ,pagina_0226-OCR.json,,
2,pagina_0226-OCR.json,1,Rubios (Dr. Palacios),Del esfuerzo belico heroico,fol.,,No,no consta,Salamanca,1524,,31,40,Rubio (Dr. Palacio) Del esfuerzo belico heroico fol. Salamanca 192 h. n° 31. 1717 67 45,,,
2,pagina_0226-OCR.json,2,Ripheiro de Macedo (D. Rodrigo),Juicio histórico Jurídico Político,12º,,No,no consta,Lisboa,1666,,15,4,Rybeiro de  Macedo  (D. Rodrigo) Juicio histórico Jurídico Político 12º Lisboa 1666 Nº 15 4,,,
2,pagina_0226-OCR.json,3,Ribisch (P. Sigefridi),"Monumenta Clarorum Virorum, Doctrina toto orbe terrarum",fol.,,Sí,no consta,Francofurti,1589,,75,120,"Ryibisch (P. Sigefridi) Monumenta Clarorum Virorum, Doctrina totò orbè terrarum fol. Francofurti fig. 1589. n° 75. 120",,,
2,pagina_0226-OCR.json,4,Ryequi (Justi),De Capitolio Romano Commentarius,L.°,,No,no consta,Grandavi,1617,,77,16,Ryegui (Iusti) De Capitolio Romano Commentarius L.° Grandovi 1617. n° 77 16,,,
2,pagina_0226-OCR.json,5,Rizo (Juan Pablo Martír),Vida del Seneca,4º,,No,no consta,Madrid,1625,,45,8,Rizo (Juan Pablo Martír) Vida del Rey cav: L.° Madrid 1675. n° 25. 8,,,
2,pagina_0226-OCR.json,6,Saavedra y Fajardo (D. Diego),República literaria,8º,,No,no consta,Madrid,1735,,104,4,Saavedra y Fajardo (D. Diego) República literaria en 8.º Madrid. 1735. n° 104. 4,,,
2,pagina_0226-OCR.json,7,Saavedra y Faxardo (D. Diego),[Eiusd.] Id. opus,4º,,No,rústica,Madrid,1788,,150,12,Eiusd. id. opus  4º Rustica Madrid 1789,pagina_0227-OCR.json,,
2,pagina_0227-OCR.json,1,Saavedra y Faxardo (D. Diego),[Eiusd.] Id. opus,8º,,No,no consta,Val[encia],1772,,12,8,Eiusd. id. opus en 8.º Val. 1772. Núm. 12 8,,,
2,pagina_0227-OCR.json,2,Saavedra y Faxardo (D. Diego),[Eiusd.] Ydea de un Príncipe Christiano,16º,3 tomos,No,no consta,Amstelodami,1659,,251,24, Eiusd. Idea de un Príncipe Christiano. 16. 3 tomos Amstedolami  1659 N. 251 24,,,
2,pagina_0227-OCR.json,4,Saavedra y Faxardo (D. Diego),[Eiusd.] Ydea de un Príncipe Christiano,4º,,No,no consta,Milan,1642,,187,40,Eiusd. Idea de un Príncipe Christiano s.º Milan. 1642. Número 187 40,,,
2,pagina_0227-OCR.json,5,Saavedra (D. Diego),Corona Gothica Castellana y Austriaca,4º,3 tom.,No,no consta,Madrid,1658,,24,60,Saavedra (D. Diego) Corona Gothica Castellana y Austriaca en 4.º 3 tom. Madrid. 1658. n. 24 60 126,,,
2,pagina_0227-OCR.json,6,Saavedra (D. Diego),[Eiusd.] Id. opus,4º,tom. 1,No,no consta,Munster,1646,,124,8,Eiusd. id. opus. 4.º tom. 1. Munster 1646 Numero 124 8,,,
2,pagina_0227-OCR.json,7,Saavedra (D. Diego),[Eiusd.] Id. opus,,,No,no consta,Amberes,1627,,131,20,Eiusd. id. opus. Amberger 1627. n. 131 20,,,
2,pagina_0227-OCR.json,8,Saavedra (D. Diego),[Eiusd.] Id. opus,fol.,1 tom.,No,no consta,Amberes,1677,34,2,20,Eiusd. id. opus: fol. 1. tom. 1.ª y 2.ª parte en Amberes 1677. Atado 34  20,,,
2,pagina_0227-OCR.json,9,Saavedra y Rivadeneira (D. Fernando),Inscripciones Genealogicas de su linage,fol.,2 tom.,No,no consta,Granada,1674,,126,60,Saavedra y Rivadeneira (D. Fernando) Inscripciones Genealogicas de su linage. fol. 2 tom. Granada 1674 60 126,,,
2,pagina_0227-OCR.json,10,Savino (D. Oliva),Philosofia del hombre,4º,,No,no consta,Madrid,1728,,27,12,Savino (D. Oliva) Philosophia del hombre. 4.º Madrid 1728. Número 27 12 27,,,
2,pagina_0227-OCR.json,11,[Anónimo],Sacrae Scripturae aliquot libri Hebraice et Latine,8º,,No,no consta,Neapoli,1759,,73,15,Sacrae Scripturae aliquot libri Hebraica et Latinae Sacrae Scripturae aliquot libri Hebraica et Latinae. 8.º Neapoli 1759. N. 73 15 73,,,
2,pagina_0227-OCR.json,12,[Anónimo],Sacrarum Ceremoniarum sive Rituum Ecclesiasticorum,fol.,,No,no consta,Roma,1560,,107,24,Sacrarum Cereimoniarum Sire Rituun Ecclesiasticorum Sacrarum Cereimoniarum Sire Rituun Ecclesiasticorum. folio Romae. 1560. Número 107 24,,,
2,pagina_0227-OCR.json,13,Sacrobosco (Joan.),Sphaera cum additionibus Petri Cirueli Exemplar 24 cada uno,fol.,,No,no consta,Daroca,1566,,24,48,Sacrobosco (Joan.) Sphaera cum additimentis Petri Ginneli. fol. Dacora. 1666. con otro,pagina_0228-OCR.json,,
2,pagina_0228-OCR.json,2,Sacrobosco (Joan.),[Eiusd.] Sphaera,8º,,No,no consta,Colonia,1566,,51,6,Eiusd. Sphera 8.º Colonia 1566. 51 6,,,
2,pagina_0228-OCR.json,3,Sacrobosco (Joan.),[Sphaera],,,No,no consta,Salmanticae,1550,,51,6,Eiusd. otro Exemplar Salmanticae 1550 51 6,,2|pagina_0228-OCR.json|2,
2,pagina_0228-OCR.json,4,Sadoleti (thmi. Jacobi),Epistolae et Vita,8º,,No,no consta,Lugduni,1560,14,,6,SadoletI (Thom. Jacobi) Epistolae et Vita 8.º Lugduni 1560. Atado 14. 6,,,
2,pagina_0228-OCR.json,5,Sáenz de Aguirre (Josef),Collectio Maxima Conciliorum omnium Hispaniae,fol.,Toms. Prims,No,pasta,Roma,1698,32,,30,Sáenz de Aguirre (Josef) Collectio maxima Conciliorum omnium tu Hispaniae fol. Pat. tom. 3. print. Romae 1698. Atado 32. 30c,,,
2,pagina_0228-OCR.json,6,Saez (P. Fr. Liciniano),Apendice a la Cronica nuevamente impresa del Sr. Rey D. Juan el 2.º,fol.,,No,pasta,Madrid,1786,,185,24,Saez (P. Fr. Liciniano) Appendice a la Cronica nuevamente impresa del Sr. Rey D. Juan el 2.º fol. past. Madrid.  1786. Numero 185. 24,,,
2,pagina_0228-OCR.json,7,Sagittari (Gasparis),De Fanuis Veterum,8º,,No,no consta,Altemburgi,1672,,27,8,Sagittari (Gasparis) De Familiis Veterum 8.º Ambergi 1672. Numero 27. 8,,,
2,pagina_0228-OCR.json,8,Saint Evremond (euvr. de),Melange Ennie ne en parta,8º,,No,no consta,Amsterdam,1706,,24,24,Saint Evremont (euvres) Melange Envie ne en parte 8.º Amsterdam 1706. Mtoz. 24. 24,,,
2,pagina_0228-OCR.json,9,Saint Evremond,Oeuvres Mesleyes (Meslées),12º,,No,no consta,Paris,1678,,102,8,Id. Oeuvres Meleyen 12.º Paris 1678. Numero 102. 8,,,
2,pagina_0228-OCR.json,10,Saint Julien (Pierre de),Melanges Historiques,8º,,No,no consta,Lion,1589,,79,15,Saint Julien (Pierre de) Melanges Historiques 8.º Lion 1589. Numero 79. 15,,,
2,pagina_0229-OCR.json,1,Sainte Marthe (P. de),L'Europe vivante,12º,,No,pasta,Paris,1686,,159,6,"Sainte Marthe (P. de) L'Europe Vivante París, 1686, n.º 159 6",,,
2,pagina_0229-OCR.json,2,Sainte Marthe (Cllr.),"Histoire genealogique & la Mayson de la Tremoille, &c.",,,No,pasta,Paris,1668,,190,10,"Sauve (Cllr.) Histoire Généalogique & la création de la Trémoille París, año 1668, n.º 190 10",,,
2,pagina_0229-OCR.json,3,Sala (R.P.M. Fray Agustín),Apología del R.P. M. Domingo Ignacio de Beria &c.,,,No,rústica,Madrid,1732,,104,6,"Sala (R.P.M. Fray Agustín) Apología del R.P. M. Domingo Ignacio de Beriía Madrid, 1732, n.º 104 6",,,
2,pagina_0229-OCR.json,4,Sala (R.P.M. Fray Agustín),Respuesta en defensa de su censura sobre los echos del P. Isidro Martinio de Santa Eulalia. Barcelona,4º,,No,no consta,Madrid,1787,,205,8,"Sala (R.P.M. Fray Agustín) Respuesta en defensa de su censura sobre los ecos del P. Martínio de Santa Eulalia Barcelona y Madrid, 1737, Número 205 8",,,
2,pagina_0229-OCR.json,5,Sala y Abarca (D. Francisco Ventura de),Despues de Dios la primera obligacion y flora de ordenes militares,4º,,No,no consta,Napoles,1681,,187,16,"Sala y Abarca (P. Francisco Ventura) De Dieu la primera obligación y flora de ordenes militares 4º Napolesr 1641, Número 187 16",,,
2,pagina_0229-OCR.json,6,Sala (Pascasio),De Veterum Hebreorum ponderibus et mensuris,8º,,No,pasta,Matriti,1772,,80,8,"Sala (Pascaio) De Veterum Hebreorum ponderibus et mensuris 8º. Martii 1772, Pasta , Número 80 8",,,
2,pagina_0229-OCR.json,7,Sala (D. Ignacio),Tratado traducido de la Defensa de las Plazas,4º,,No,no consta,Cadiz,1743,,283,10,"Sala (P. Ignacio) Tratado traducido de la Defensa de las plazas Cadiz, 1743, Número 283 10",,,
2,pagina_0229-OCR.json,8,[Anónimo],La Universidad de Salamanca sobre la confirmacion del Estatuto y juramento de enseñar las Doctrinas de Sto Thomas. S. Agustin,8º,,No,no consta,Salamanca,1627,,83,4,"Salamanca: La Universidad de Salamanca Sobre la confirmación del Estatuto y juramento de enseñar las Doctrinas del P. Thomas. S. Agustín 8.º 1627, n.º 83 4",,,
2,pagina_0230-OCR.json,1,Salas,Su Diccionario,4º,,No,no consta,Antuerpiae,1740,,33,10,Salas Su Diccionario. 4.º Antuerpiae 1740. N.33. 10,,,
2,pagina_0230-OCR.json,2,Salas (D. Fran. Gregorio),Compendio práctico del Pulpito,8º,,No,no consta,Madrid,1786,,714,3,Salas (D. Fran. Gregorio) Compendio práctico del Pulpito: 8.º Madrid 1786. n. 714. 3,,,
2,pagina_0230-OCR.json,3,Salas (D. Fran. Gregorio),"Observatorio rústico, dispuesto en una egloga entre Solicio y Coridon",8º,,No,no consta,Madrid,1795,,203,6,"id. Observatorio rústico, dispuesto en una egloga entre Solicio y Coridon: 8.º Louta Madrid 1795. Num. 203. 6",,,
2,pagina_0230-OCR.json,4,Salas (D. Fran. Gregorio),Nuevas Poesias serias y jocosas,12º,,No,no consta,Madrid,1775,21,,4,id. Nuevas Poesias serias y jocosas: 12.º Madrid 1775. Atado 21. 4,,,
2,pagina_0230-OCR.json,5,Salas (D. Fran. Gregorio),Elogios Poéticos de Varios Eroes Estremeños,8º,,No,no consta,Madrid,1773,2,,9,id. Elogios Poéticos de Varios eroes Estremeños  8.º Madrid 1773. Atado 2. 9,,,
2,pagina_0230-OCR.json,6,Salas (Josefi Antonii de),De Duplici tenxa,4º,,No,no consta,Lugduni Batavorum,1650,,58,2,Salas (Josefi Antoni de) De Duplici tenxa A. Lugduni Batavorum 1650. N.58. 2¼s,,,
2,pagina_0230-OCR.json,7,Salas (Josefi Antonii de),Ylustracion Poetica de Aristoteles,4º,,No,no consta,Madrid,1633,,13,12,id. Ilustración Poética de Aristóteles: 4.º Madrid 1633. n.13. 12,,,
2,pagina_0230-OCR.json,8,Salas (Josefi Antonii de),Nueva idea de la Tragedia antigua de Poetica de Aristoteles,8º,2 toms,No,pasta,Madrid,1778,,9,28,id. Nuevas ideas de la Tragedia antigua de Poética de Aristóteles: 8.º  2 tomos. Pasta Madrid 1778. Numero 9. 28,,,
2,pagina_0230-OCR.json,9,Saly (P. Petrus S.),Thesaurus Poetarum,8º,,No,no consta,Lugduni,1653,13,,9,Saly (P. Petrus S.) Thesaurus Poetarum: 8.º  Lugduni 1653. Atado 13. 9,,,
2,pagina_0230-OCR.json,10,Saloya,Repertorio de los tiempos,8º,,No,no consta,Toledo,1546,,51,8,Saloya Repertorio delos tiempos: 8.º Toledo 1546. N.51. 8,,,
2,pagina_0230-OCR.json,11,Saloya,[Repertorio de los tiempos],,,No,no consta,Granada,1542,,51,8,id. Granada 1542. N.51. 8,,,
2,pagina_0230-OCR.json,12,Salazar (Ambrosio),Libro de Armas de los Mayores Señores de la España,4º,,No,pasta,Paris,1642,,217,30,Salazar (Ambrosio) Libro de Armas y de los Mayores Señores de la España: 4.º París Paris 1642. Numero 217. 30,,,
2,pagina_0230-OCR.json,13,Salazar (Ambrosio),Grandezas de Francia y Paris,8º,,No,no consta,Paris,1616,,159,6,id. Grandezas de Francia y Paris: 8.º Paris 1616. Numero 159. 6,,,
2,pagina_0231-OCR.json,0,Salazar (Ambrosio),Gramatica Castellana y Francesa,8º,,No,no consta,,,,62,6,id. Gramatica Castellana y Francesa  N62 6,,,
2,pagina_0231-OCR.json,1,Salazar (Dn Antonio Martinez),Practica de Substanciar Pleytos añadida,4º,,No,no consta,Madrid,1785,,282,12,Salazar (D. Antonio Martinez) Practica de Substanciar Pleytos añadida Madrid 1785 282 12,,,
2,pagina_0231-OCR.json,2,Salazar de la Cámara (D. Jose),Origen de la Renta del Servicio y Montazgo &,4º,,No,no consta,Madrid,1746,,225,10,Salazar de la Cámara (D. Jose) Origen de la Renta del Servicio y Montazgo & 4º Madrid 1746 225 10,,,
2,pagina_0231-OCR.json,3,Salazar y Castro (D. Luis),Glorias de la Casa Farnese,fol.,,No,no consta,Madrid,1716,,220,24,Salazar y Castro (D. Luis) Gloria de la Casa Farnese Madrid 1716 fol. 220 24,,,
